,Datetime,Temperature
329,2023-08-10 10:01:16.898513,40
330,2023-08-10 10:16:16.898513,22
331,2023-08-10 10:31:16.898513,23
332,2023-08-10 10:46:16.898513,32
333,2023-08-10 11:01:16.898513,34
334,2023-08-10 11:16:16.898513,45
335,2023-08-10 11:31:16.898513,35
336,2023-08-10 11:46:16.898513,38
337,2023-08-10 12:01:16.898513,23
338,2023-08-10 12:16:16.898513,30
339,2023-08-10 12:31:16.898513,40
340,2023-08-10 12:46:16.898513,32
341,2023-08-10 13:01:16.898513,24
342,2023-08-10 13:16:16.898513,44
343,2023-08-10 13:31:16.898513,22
344,2023-08-10 13:46:16.898513,34
345,2023-08-10 14:01:16.898513,38
346,2023-08-10 14:16:16.898513,33
347,2023-08-10 14:31:16.898513,43
348,2023-08-10 14:46:16.898513,40
349,2023-08-10 15:01:16.898513,42
350,2023-08-10 15:16:16.898513,37
351,2023-08-10 15:31:16.898513,45
352,2023-08-10 15:46:16.898513,39
353,2023-08-10 16:01:16.898513,33
354,2023-08-10 16:16:16.898513,27
355,2023-08-10 16:31:16.898513,35
356,2023-08-10 16:46:16.898513,26
357,2023-08-10 17:01:16.898513,20
358,2023-08-10 17:16:16.898513,39
359,2023-08-10 17:31:16.898513,40
360,2023-08-10 17:46:16.898513,28
361,2023-08-10 18:01:16.898513,32
362,2023-08-10 18:16:16.898513,43
363,2023-08-10 18:31:16.898513,30
364,2023-08-10 18:46:16.898513,21
365,2023-08-10 19:01:16.898513,31
366,2023-08-10 19:16:16.898513,44
367,2023-08-10 19:31:16.898513,43
368,2023-08-10 19:46:16.898513,35
369,2023-08-10 20:01:16.898513,40
370,2023-08-10 20:16:16.898513,25
371,2023-08-10 20:31:16.898513,42
372,2023-08-10 20:46:16.898513,29
373,2023-08-10 21:01:16.898513,21
374,2023-08-10 21:16:16.898513,36
375,2023-08-10 21:31:16.898513,37
376,2023-08-10 21:46:16.898513,38
377,2023-08-10 22:01:16.898513,34
378,2023-08-10 22:16:16.898513,28
379,2023-08-10 22:31:16.898513,25
380,2023-08-10 22:46:16.898513,26
381,2023-08-10 23:01:16.898513,34
382,2023-08-10 23:16:16.898513,43
383,2023-08-10 23:31:16.898513,40
384,2023-08-10 23:46:16.898513,26
385,2023-08-11 00:01:16.898513,43
386,2023-08-11 00:16:16.898513,35
387,2023-08-11 00:31:16.898513,33
388,2023-08-11 00:46:16.898513,24
389,2023-08-11 01:01:16.898513,21
390,2023-08-11 01:16:16.898513,28
391,2023-08-11 01:31:16.898513,33
392,2023-08-11 01:46:16.898513,25
393,2023-08-11 02:01:16.898513,26
394,2023-08-11 02:16:16.898513,41
395,2023-08-11 02:31:16.898513,33
396,2023-08-11 02:46:16.898513,41
397,2023-08-11 03:01:16.898513,34
398,2023-08-11 03:16:16.898513,25
399,2023-08-11 03:31:16.898513,45
400,2023-08-11 03:46:16.898513,32
401,2023-08-11 04:01:16.898513,34
402,2023-08-11 04:16:16.898513,32
403,2023-08-11 04:31:16.898513,35
404,2023-08-11 04:46:16.898513,42
405,2023-08-11 05:01:16.898513,31
406,2023-08-11 05:16:16.898513,30
407,2023-08-11 05:31:16.898513,23
408,2023-08-11 05:46:16.898513,22
409,2023-08-11 06:01:16.898513,45
410,2023-08-11 06:16:16.898513,34
411,2023-08-11 06:31:16.898513,22
412,2023-08-11 06:46:16.898513,29
413,2023-08-11 07:01:16.898513,34
414,2023-08-11 07:16:16.898513,41
415,2023-08-11 07:31:16.898513,25
416,2023-08-11 07:46:16.898513,28
417,2023-08-11 08:01:16.898513,20
418,2023-08-11 08:16:16.898513,25
419,2023-08-11 08:31:16.898513,40
420,2023-08-11 08:46:16.898513,32
421,2023-08-11 09:01:16.898513,43
422,2023-08-11 09:16:16.898513,33
423,2023-08-11 09:31:16.898513,20
424,2023-08-11 09:46:16.898513,23
425,2023-08-11 10:01:16.898513,36
426,2023-08-11 10:16:16.898513,35
427,2023-08-11 10:31:16.898513,45
428,2023-08-11 10:46:16.898513,38
429,2023-08-11 11:01:16.898513,38
430,2023-08-11 11:16:16.898513,42
431,2023-08-11 11:31:16.898513,22
432,2023-08-11 11:46:16.898513,28
433,2023-08-11 12:01:16.898513,41
434,2023-08-11 12:16:16.898513,38
435,2023-08-11 12:31:16.898513,23
436,2023-08-11 12:46:16.898513,37
437,2023-08-11 13:01:16.898513,24
438,2023-08-11 13:16:16.898513,42
439,2023-08-11 13:31:16.898513,44
440,2023-08-11 13:46:16.898513,26
441,2023-08-11 14:01:16.898513,28
442,2023-08-11 14:16:16.898513,36
443,2023-08-11 14:31:16.898513,27
444,2023-08-11 14:46:16.898513,26
445,2023-08-11 15:01:16.898513,38
446,2023-08-11 15:16:16.898513,40
447,2023-08-11 15:31:16.898513,39
448,2023-08-11 15:46:16.898513,27
449,2023-08-11 16:01:16.898513,20
450,2023-08-11 16:16:16.898513,40
451,2023-08-11 16:31:16.898513,27
452,2023-08-11 16:46:16.898513,41
453,2023-08-11 17:01:16.898513,30
454,2023-08-11 17:16:16.898513,40
455,2023-08-11 17:31:16.898513,31
456,2023-08-11 17:46:16.898513,21
457,2023-08-11 18:01:16.898513,30
458,2023-08-11 18:16:16.898513,28
459,2023-08-11 18:31:16.898513,35
460,2023-08-11 18:46:16.898513,22
461,2023-08-11 19:01:16.898513,42
462,2023-08-11 19:16:16.898513,24
463,2023-08-11 19:31:16.898513,45
464,2023-08-11 19:46:16.898513,33
465,2023-08-11 20:01:16.898513,43
466,2023-08-11 20:16:16.898513,23
467,2023-08-11 20:31:16.898513,40
468,2023-08-11 20:46:16.898513,32
469,2023-08-11 21:01:16.898513,38
470,2023-08-11 21:16:16.898513,39
471,2023-08-11 21:31:16.898513,37
472,2023-08-11 21:46:16.898513,38
473,2023-08-11 22:01:16.898513,42
474,2023-08-11 22:16:16.898513,38
475,2023-08-11 22:31:16.898513,35
476,2023-08-11 22:46:16.898513,35
477,2023-08-11 23:01:16.898513,20
478,2023-08-11 23:16:16.898513,23
479,2023-08-11 23:31:16.898513,33
480,2023-08-11 23:46:16.898513,31
481,2023-08-12 00:01:16.898513,24
482,2023-08-12 00:16:16.898513,31
483,2023-08-12 00:31:16.898513,36
484,2023-08-12 00:46:16.898513,41
485,2023-08-12 01:01:16.898513,38
486,2023-08-12 01:16:16.898513,34
487,2023-08-12 01:31:16.898513,40
488,2023-08-12 01:46:16.898513,35
489,2023-08-12 02:01:16.898513,36
490,2023-08-12 02:16:16.898513,37
491,2023-08-12 02:31:16.898513,29
492,2023-08-12 02:46:16.898513,26
493,2023-08-12 03:01:16.898513,43
494,2023-08-12 03:16:16.898513,40
495,2023-08-12 03:31:16.898513,27
496,2023-08-12 03:46:16.898513,35
497,2023-08-12 04:01:16.898513,31
498,2023-08-12 04:16:16.898513,21
499,2023-08-12 04:31:16.898513,30
500,2023-08-12 04:46:16.898513,28
501,2023-08-12 05:01:16.898513,35
502,2023-08-12 05:16:16.898513,28
503,2023-08-12 05:31:16.898513,45
504,2023-08-12 05:46:16.898513,41
505,2023-08-12 06:01:16.898513,34
506,2023-08-12 06:16:16.898513,20
507,2023-08-12 06:31:16.898513,44
508,2023-08-12 06:46:16.898513,35
509,2023-08-12 07:01:16.898513,30
510,2023-08-12 07:16:16.898513,37
511,2023-08-12 07:31:16.898513,37
512,2023-08-12 07:46:16.898513,31
513,2023-08-12 08:01:16.898513,36
514,2023-08-12 08:16:16.898513,21
515,2023-08-12 08:31:16.898513,33
516,2023-08-12 08:46:16.898513,35
517,2023-08-12 09:01:16.898513,36
518,2023-08-12 09:16:16.898513,37
519,2023-08-12 09:31:16.898513,28
520,2023-08-12 09:46:16.898513,38
521,2023-08-12 10:01:16.898513,34
522,2023-08-12 10:16:16.898513,37
523,2023-08-12 10:31:16.898513,40
524,2023-08-12 10:46:16.898513,29
525,2023-08-12 11:01:16.898513,22
526,2023-08-12 11:16:16.898513,20
527,2023-08-12 11:31:16.898513,22
528,2023-08-12 11:46:16.898513,21
529,2023-08-12 12:01:16.898513,37
530,2023-08-12 12:16:16.898513,30
531,2023-08-12 12:31:16.898513,37
532,2023-08-12 12:46:16.898513,25
533,2023-08-12 13:01:16.898513,42
534,2023-08-12 13:16:16.898513,32
535,2023-08-12 13:31:16.898513,38
536,2023-08-12 13:46:16.898513,36
537,2023-08-12 14:01:16.898513,40
538,2023-08-12 14:16:16.898513,37
539,2023-08-12 14:31:16.898513,40
540,2023-08-12 14:46:16.898513,30
541,2023-08-12 15:01:16.898513,31
542,2023-08-12 15:16:16.898513,28
543,2023-08-12 15:31:16.898513,30
544,2023-08-12 15:46:16.898513,28
545,2023-08-12 16:01:16.898513,32
546,2023-08-12 16:16:16.898513,31
547,2023-08-12 16:31:16.898513,35
548,2023-08-12 16:46:16.898513,43
549,2023-08-12 17:01:16.898513,33
550,2023-08-12 17:16:16.898513,45
551,2023-08-12 17:31:16.898513,42
552,2023-08-12 17:46:16.898513,43
553,2023-08-12 18:01:16.898513,39
554,2023-08-12 18:16:16.898513,33
555,2023-08-12 18:31:16.898513,45
556,2023-08-12 18:46:16.898513,38
557,2023-08-12 19:01:16.898513,37
558,2023-08-12 19:16:16.898513,20
559,2023-08-12 19:31:16.898513,41
560,2023-08-12 19:46:16.898513,26
561,2023-08-12 20:01:16.898513,28
562,2023-08-12 20:16:16.898513,38
563,2023-08-12 20:31:16.898513,45
564,2023-08-12 20:46:16.898513,28
565,2023-08-12 21:01:16.898513,41
566,2023-08-12 21:16:16.898513,40
567,2023-08-12 21:31:16.898513,29
568,2023-08-12 21:46:16.898513,38
569,2023-08-12 22:01:16.898513,22
570,2023-08-12 22:16:16.898513,23
571,2023-08-12 22:31:16.898513,43
572,2023-08-12 22:46:16.898513,30
573,2023-08-12 23:01:16.898513,35
574,2023-08-12 23:16:16.898513,22
575,2023-08-12 23:31:16.898513,27
576,2023-08-12 23:46:16.898513,26
577,2023-08-13 00:01:16.898513,32
578,2023-08-13 00:16:16.898513,32
579,2023-08-13 00:31:16.898513,28
580,2023-08-13 00:46:16.898513,40
581,2023-08-13 01:01:16.898513,44
582,2023-08-13 01:16:16.898513,41
583,2023-08-13 01:31:16.898513,42
584,2023-08-13 01:46:16.898513,43
585,2023-08-13 02:01:16.898513,44
586,2023-08-13 02:16:16.898513,25
587,2023-08-13 02:31:16.898513,43
588,2023-08-13 02:46:16.898513,41
589,2023-08-13 03:01:16.898513,31
590,2023-08-13 03:16:16.898513,44
591,2023-08-13 03:31:16.898513,21
592,2023-08-13 03:46:16.898513,25
593,2023-08-13 04:01:16.898513,32
594,2023-08-13 04:16:16.898513,33
595,2023-08-13 04:31:16.898513,33
596,2023-08-13 04:46:16.898513,28
597,2023-08-13 05:01:16.898513,44
598,2023-08-13 05:16:16.898513,33
599,2023-08-13 05:31:16.898513,20
600,2023-08-13 05:46:16.898513,23
601,2023-08-13 06:01:16.898513,30
602,2023-08-13 06:16:16.898513,27
603,2023-08-13 06:31:16.898513,29
604,2023-08-13 06:46:16.898513,25
605,2023-08-13 07:01:16.898513,22
606,2023-08-13 07:16:16.898513,25
607,2023-08-13 07:31:16.898513,40
608,2023-08-13 07:46:16.898513,31
609,2023-08-13 08:01:16.898513,30
610,2023-08-13 08:16:16.898513,31
611,2023-08-13 08:31:16.898513,23
612,2023-08-13 08:46:16.898513,26
613,2023-08-13 09:01:16.898513,28
614,2023-08-13 09:16:16.898513,32
615,2023-08-13 09:31:16.898513,45
616,2023-08-13 09:46:16.898513,21
617,2023-08-13 10:01:16.898513,20
618,2023-08-13 10:16:16.898513,30
619,2023-08-13 10:31:16.898513,30
620,2023-08-13 10:46:16.898513,29
621,2023-08-13 11:01:16.898513,27
622,2023-08-13 11:16:16.898513,45
623,2023-08-13 11:31:16.898513,24
624,2023-08-13 11:46:16.898513,25
625,2023-08-13 12:01:16.898513,21
626,2023-08-13 12:16:16.898513,42
627,2023-08-13 12:31:16.898513,38
628,2023-08-13 12:46:16.898513,21
629,2023-08-13 13:01:16.898513,45
630,2023-08-13 13:16:16.898513,36
631,2023-08-13 13:31:16.898513,34
632,2023-08-13 13:46:16.898513,26
633,2023-08-13 14:01:16.898513,21
634,2023-08-13 14:16:16.898513,23
635,2023-08-13 14:31:16.898513,40
636,2023-08-13 14:46:16.898513,28
637,2023-08-13 15:01:16.898513,30
638,2023-08-13 15:16:16.898513,41
639,2023-08-13 15:31:16.898513,27
640,2023-08-13 15:46:16.898513,21
641,2023-08-13 16:01:16.898513,39
642,2023-08-13 16:16:16.898513,21
643,2023-08-13 16:31:16.898513,24
644,2023-08-13 16:46:16.898513,31
645,2023-08-13 17:01:16.898513,29
646,2023-08-13 17:16:16.898513,24
647,2023-08-13 17:31:16.898513,21
648,2023-08-13 17:46:16.898513,26
649,2023-08-13 18:01:16.898513,27
650,2023-08-13 18:16:16.898513,45
651,2023-08-13 18:31:16.898513,43
652,2023-08-13 18:46:16.898513,41
653,2023-08-13 19:01:16.898513,40
654,2023-08-13 19:16:16.898513,20
655,2023-08-13 19:31:16.898513,32
656,2023-08-13 19:46:16.898513,32
657,2023-08-13 20:01:16.898513,34
658,2023-08-13 20:16:16.898513,21
659,2023-08-13 20:31:16.898513,38
660,2023-08-13 20:46:16.898513,34
661,2023-08-13 21:01:16.898513,43
662,2023-08-13 21:16:16.898513,25
663,2023-08-13 21:31:16.898513,20
664,2023-08-13 21:46:16.898513,26
665,2023-08-13 22:01:16.898513,41
666,2023-08-13 22:16:16.898513,23
667,2023-08-13 22:31:16.898513,30
668,2023-08-13 22:46:16.898513,25
669,2023-08-13 23:01:16.898513,43
670,2023-08-13 23:16:16.898513,24
671,2023-08-13 23:31:16.898513,25
672,2023-08-13 23:46:16.898513,25
673,2023-08-14 00:01:16.898513,28
674,2023-08-14 00:16:16.898513,23
675,2023-08-14 00:31:16.898513,22
676,2023-08-14 00:46:16.898513,34
677,2023-08-14 01:01:16.898513,23
678,2023-08-14 01:16:16.898513,20
679,2023-08-14 01:31:16.898513,22
680,2023-08-14 01:46:16.898513,45
681,2023-08-14 02:01:16.898513,20
682,2023-08-14 02:16:16.898513,43
683,2023-08-14 02:31:16.898513,45
684,2023-08-14 02:46:16.898513,28
685,2023-08-14 03:01:16.898513,41
686,2023-08-14 03:16:16.898513,41
687,2023-08-14 03:31:16.898513,41
688,2023-08-14 03:46:16.898513,36
689,2023-08-14 04:01:16.898513,44
690,2023-08-14 04:16:16.898513,28
691,2023-08-14 04:31:16.898513,44
692,2023-08-14 04:46:16.898513,22
693,2023-08-14 05:01:16.898513,45
694,2023-08-14 05:16:16.898513,45
695,2023-08-14 05:31:16.898513,41
696,2023-08-14 05:46:16.898513,29
697,2023-08-14 06:01:16.898513,27
